STT,product_name,product_url,product_price,product_revenue 
7,[GIÁ BUÔN] Điện thoại Nokia 105 loa to sóng khỏe điện thoại giá rẻ,https://shopee.vn/-GI%C3%81-BU%C3%94N-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-105-loa-to-s%C3%B3ng-kh%E1%BB%8Fe-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-gi%C3%A1-r%E1%BA%BB-i.92531229.4060359998?sp_atk=6c586f39-8f7c-44c9-9c3b-b5f97f537745&xptdk=6c586f39-8f7c-44c9-9c3b-b5f97f537745,85000,365500000
8,Điện Thoại Nokia 5310 Xpressmusic Mỏng Nhỏ Gọn Bảo Hành 12 Tháng,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-5310-Xpressmusic-M%E1%BB%8Fng-Nh%E1%BB%8F-G%E1%BB%8Dn-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.370312918.19057284765?sp_atk=b7ef4302-bb06-4099-8eb8-e594c0b1157c&xptdk=b7ef4302-bb06-4099-8eb8-e594c0b1157c,279000,58311000
9,"Điện thoại Samsung Galaxy Grand Prime G530,G531",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-Grand-Prime-G530-G531-i.685029201.19362371005?sp_atk=ea46d222-8be5-4f0f-a0f7-d16650972274&xptdk=ea46d222-8be5-4f0f-a0f7-d16650972274,320000,8640000
10,"Điện thoại Nokia 105 4G 2 Sim bản mới nhất 2019, Điện Thoại Main Zin Chính Hãng 100% Loa To Sóng Khoẻ Kèm Pin Sạc",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-105-4G-2-Sim-b%E1%BA%A3n-m%E1%BB%9Bi-nh%E1%BA%A5t-2019-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Main-Zin-Ch%C3%ADnh-H%C3%A3ng-100-Loa-To-S%C3%B3ng-Kho%E1%BA%BB-K%C3%A8m-Pin-S%E1%BA%A1c-i.477242638.5693373195?sp_atk=ff2ab9d0-7610-423e-8ae3-ea95516cfe2b&xptdk=ff2ab9d0-7610-423e-8ae3-ea95516cfe2b,199000,1771100000
11,Điện thoại chính hãng BAK NOK 105 2019 2 sim tặng kèm pin sạc (HÀNG XỊN),https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-ch%C3%ADnh-h%C3%A3ng-BAK-NOK-105-2019-2-sim-t%E1%BA%B7ng-k%C3%A8m-pin-s%E1%BA%A1c-(H%C3%80NG-X%E1%BB%8AN)-i.903700315.20572847361?sp_atk=042abf66-403b-4d3f-85cd-e2e475b33824&xptdk=042abf66-403b-4d3f-85cd-e2e475b33824,240000,237360000
12,"Điện thoại Samsung j2 prime g532 (1,5/8GB) Máy cũ - Hàng chính hãng",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-j2-prime-g532-(1-5-8GB)-M%C3%A1y-c%C5%A9-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.251339231.23203564900?sp_atk=cd88ba27-b2a0-4c67-9d3d-c65599061195&xptdk=cd88ba27-b2a0-4c67-9d3d-c65599061195,500000,550000000
13,"ĐIỆN THOẠI NOKIA - E72 - 3G,4G,chính hãng",https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-NOKIA-E72-3G-4G-ch%C3%ADnh-h%C3%A3ng-i.129649666.12438455085?sp_atk=f6faa7a0-6e88-4390-b74e-7fc4f0565779&xptdk=f6faa7a0-6e88-4390-b74e-7fc4f0565779,295000,27435000
14,Điện Thoại Nghe Gọi Nokia 1 Sim và 2 Sim Giá Rẻ- Được Chọn Phụ Kiện Khi Đặt Hàng,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nghe-G%E1%BB%8Di-Nokia-1-Sim-v%C3%A0-2-Sim-Gi%C3%A1-R%E1%BA%BB-%C4%90%C6%B0%E1%BB%A3c-Ch%E1%BB%8Dn-Ph%E1%BB%A5-Ki%E1%BB%87n-Khi-%C4%90%E1%BA%B7t-H%C3%A0ng-i.1657913.1802173361?sp_atk=dfcc300f-ad85-48d6-8b75-6fef4fde06a0&xptdk=dfcc300f-ad85-48d6-8b75-6fef4fde06a0,80000,280000000
15,Điện Thoại Nokia 1O5 Bản 2O16 1 sim hoặc 2 sim- Được Chọn Phụ Kiện,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-1O5-B%E1%BA%A3n-2O16-1-sim-ho%E1%BA%B7c-2-sim-%C4%90%C6%B0%E1%BB%A3c-Ch%E1%BB%8Dn-Ph%E1%BB%A5-Ki%E1%BB%87n-i.1657913.8470863635?sp_atk=fec294c9-735d-4f80-9478-81813dba09c6&xptdk=fec294c9-735d-4f80-9478-81813dba09c6,90000,342000000
16,"Điện thoại Nokia 1280 zin, có pin sạc",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-1280-zin-c%C3%B3-pin-s%E1%BA%A1c-i.238625379.5420940441?sp_atk=85baaa00-ebee-45c2-94fc-20f1bc96b4db&xptdk=85baaa00-ebee-45c2-94fc-20f1bc96b4db,180000,450000000
17,Điện thoại Motorola V3i Nắp gập (Chính Hãng - Main Zin - Tặng Pin Sạc),https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Motorola-V3i-N%E1%BA%AFp-g%E1%BA%ADp-(Ch%C3%ADnh-H%C3%A3ng-Main-Zin-T%E1%BA%B7ng-Pin-S%E1%BA%A1c)-i.763261364.18725977646?sp_atk=b41fc55f-a8a4-4ab9-9515-cd7bcb854ece&xptdk=b41fc55f-a8a4-4ab9-9515-cd7bcb854ece,391020,152497800
18,điện thoại oppo F1s 2016/2017 có 4G ram 3G bộ nhớ 32G kèm dây sạc cường lực,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-oppo-F1s-2016-2017-c%C3%B3-4G-ram-3G-b%E1%BB%99-nh%E1%BB%9B-32G-k%C3%A8m-d%C3%A2y-s%E1%BA%A1c-c%C6%B0%E1%BB%9Dng-l%E1%BB%B1c-i.68784983.21934242703?sp_atk=342f930c-e760-48e7-b12b-b1317a8b918b&xptdk=342f930c-e760-48e7-b12b-b1317a8b918b,735000,44835000
19,"điện thoại Vsmart Bee 3 Chính Hãng 2sim ram 2G ho tro thẻ nhớ 32G,Camera sau: 8 MP, Tiktok Youtube FB Zalo muot",https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Vsmart-Bee-3-Ch%C3%ADnh-H%C3%A3ng-2sim-ram-2G-ho-tro-th%E1%BA%BB-nh%E1%BB%9B-32G-Camera-sau-8-MP-Tiktok-Youtube-FB-Zalo-muot-i.846291795.20837530228?sp_atk=80616437-5457-4566-9395-bdb6e50de958&xptdk=80616437-5457-4566-9395-bdb6e50de958,690000,316020000
20,Miếng Dán Điện Thoại Tài Lộc Phù Hợp Cho Các Dòng Điện Thoại Đẹp Lung Linh,https://shopee.vn/Mi%E1%BA%BFng-D%C3%A1n-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-T%C3%A0i-L%E1%BB%99c-Ph%C3%B9-H%E1%BB%A3p-Cho-C%C3%A1c-D%C3%B2ng-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-%C4%90%E1%BA%B9p-Lung-Linh-i.448851271.11213268936?sp_atk=32ba1b63-af60-434f-9dcb-3fe3d47508ce&xptdk=32ba1b63-af60-434f-9dcb-3fe3d47508ce,4800,2236800
21,"MÈO THẦN TÀI CÁT TƯỜNG ĐỂ ỐP ĐIỆN THOẠI, VÍ TIỀN MAY MẮN",https://shopee.vn/M%C3%88O-TH%E1%BA%A6N-T%C3%80I-C%C3%81T-T%C6%AF%E1%BB%9CNG-%C4%90%E1%BB%82-%E1%BB%90P-%C4%90I%E1%BB%86N-THO%E1%BA%A0I-V%C3%8D-TI%E1%BB%80N-MAY-M%E1%BA%AEN-i.32915930.6568570103?sp_atk=78ef47b7-a667-4ee3-a43e-327ac04474c8&xptdk=78ef47b7-a667-4ee3-a43e-327ac04474c8,3500,7700000
22,màn hình tương thích Oppo a15-a15s/a16k (c11-2020)… xịn dùng chung,https://shopee.vn/m%C3%A0n-h%C3%ACnh-t%C6%B0%C6%A1ng-th%C3%ADch-Oppo-a15-a15s-a16k-(c11-2020)%E2%80%A6-x%E1%BB%8Bn-d%C3%B9ng-chung-i.348231468.19604161235?sp_atk=cbe3b387-5bd8-4bf4-9d82-39e696073326&xptdk=cbe3b387-5bd8-4bf4-9d82-39e696073326,220000,93280000
23,"[ Rẻ Hủy Diệt ] điện Thoại Samsung Galaxy A20 Chính Hãng, máy 2sim ram 4G rom 64G, camera siêu nét - GGS 02",https://shopee.vn/-R%E1%BA%BB-H%E1%BB%A7y-Di%E1%BB%87t-%C4%91i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-A20-Ch%C3%ADnh-H%C3%A3ng-m%C3%A1y-2sim-ram-4G-rom-64G-camera-si%C3%AAu-n%C3%A9t-GGS-02-i.108110554.17606075496?sp_atk=5cd78dc1-b3a4-43d0-a170-f02d4930e2d1&xptdk=5cd78dc1-b3a4-43d0-a170-f02d4930e2d1,489000,346212000
24,Điện thoại Gaming Tecno POVA 4 PRO 8GB/256GB - MTK G99| 6000 mAh | Sạc nhanh 45W,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Gaming-Tecno-POVA-4-PRO-8GB-256GB-MTK-G99-6000-mAh-S%E1%BA%A1c-nhanh-45W-i.442733715.22302035420?sp_atk=6525bff6-cd03-474d-94d5-dc0825920e6b&xptdk=6525bff6-cd03-474d-94d5-dc0825920e6b,4890000,4053810000
25,Apple iPhone 14 Promax 128GB VN/A- Hàng Chính Hãng [Futureworld- APR],https://shopee.vn/Apple-iPhone-14-Promax-128GB-VN-A-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-Futureworld-APR--i.92532150.20759740046?sp_atk=208f3a91-7807-40be-93b4-f5eebfb62d75&xptdk=208f3a91-7807-40be-93b4-f5eebfb62d75,33990000,1087680000
26,[Nhập ELSSMX10 Giảm 10% Tối Đa 2.5TR] Điện Thoại Samsung Galaxy S22 Ultra 5G (8GB/128GB) - Hàng Chính Hãng,https://shopee.vn/-Nh%E1%BA%ADp-ELSSMX10-Gi%E1%BA%A3m-10-T%E1%BB%91i-%C4%90a-2.5TR-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-S22-Ultra-5G-(8GB-128GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.15946892650?sp_atk=1987fed7-6e55-4acc-9882-d8331099607a&xptdk=1987fed7-6e55-4acc-9882-d8331099607a,24513000,1250163000
27,Điện Thoại Nokia N100 Pin Sạc Đầy Đủ,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-N100-Pin-S%E1%BA%A1c-%C4%90%E1%BA%A7y-%C4%90%E1%BB%A7-i.40946498.14163983195?sp_atk=431dfe88-ebdb-4c09-9665-bd48d1b226d0&xptdk=431dfe88-ebdb-4c09-9665-bd48d1b226d0,139000,208500000
28,Điện thoại 2 sim giá rẻ oppo neo7 như mới .,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-2-sim-gi%C3%A1-r%E1%BA%BB-oppo-neo7-nh%C6%B0-m%E1%BB%9Bi-.-i.515162517.8090629691?sp_atk=100a9d96-7aae-44d1-ae32-5695eb4a5c98&xptdk=100a9d96-7aae-44d1-ae32-5695eb4a5c98,540000,132300000
29,"điện thoại Samsung Galaxy A50 2sim ram 4G/64G Chính Hãng, Màn hình 6.4inch, Cày Game nặng siêu mượt - TNN 02",https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-A50-2sim-ram-4G-64G-Ch%C3%ADnh-H%C3%A3ng-M%C3%A0n-h%C3%ACnh-6.4inch-C%C3%A0y-Game-n%E1%BA%B7ng-si%C3%AAu-m%C6%B0%E1%BB%A3t-TNN-02-i.309929726.15156362252?sp_atk=4daa878f-3935-44ab-84c0-7f3e9799292e&xptdk=4daa878f-3935-44ab-84c0-7f3e9799292e,999000,1198800000
30,"Điện Thoại Samsung Galaxy S8 Ram 4G/64G Nguyên Zin Nhập Khẩu - Chơi PUBG, Liên Quân, Free Fire mượt",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-S8-Ram-4G-64G-Nguy%C3%AAn-Zin-Nh%E1%BA%ADp-Kh%E1%BA%A9u-Ch%C6%A1i-PUBG-Li%C3%AAn-Qu%C3%A2n-Free-Fire-m%C6%B0%E1%BB%A3t-i.208445880.7343307755?sp_atk=6831c926-d7b2-4f6f-879f-0b6f141e8680&xptdk=6831c926-d7b2-4f6f-879f-0b6f141e8680,1580000,443980000
31,Khay kích sim nokia 1200,https://shopee.vn/Khay-k%C3%ADch-sim-nokia-1200-i.158313556.2379674985?sp_atk=e5f505e9-e0c7-46ea-a508-bd2942749482&xptdk=e5f505e9-e0c7-46ea-a508-bd2942749482,379000,125828000
32,"Mian Vsmart Live zin full bóc máy 6gb,4gb",https://shopee.vn/Mian-Vsmart-Live-zin-full-b%C3%B3c-m%C3%A1y-6gb-4gb-i.838093735.21936089764?sp_atk=c18a0a3b-5524-4e24-8670-72875b14f149&xptdk=c18a0a3b-5524-4e24-8670-72875b14f149,245000,13475000
33,"Điện thoại Nokia C2-00 2SIM Chính hãng Độ phân giải QQVGA (128 x 160 Pixels) Màn hình rộng 1.8"" Pin trâu",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-C2-00-2SIM-Ch%C3%ADnh-h%C3%A3ng-%C4%90%E1%BB%99-ph%C3%A2n-gi%E1%BA%A3i-QQVGA-(128-x-160-Pixels)-M%C3%A0n-h%C3%ACnh-r%E1%BB%99ng-1.8-Pin-tr%C3%A2u-i.296208546.22715267865?sp_atk=13e85c2f-05ce-4c9e-a411-087e44e85bf8&xptdk=13e85c2f-05ce-4c9e-a411-087e44e85bf8,244020,23425920
34,Điện Thoại NOKIA E71 Chính Hãng Bảo Hành 12 Tháng Có iMEI Zin,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-NOKIA-E71-Ch%C3%ADnh-H%C3%A3ng-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-C%C3%B3-iMEI-Zin-i.42475799.4193578971?sp_atk=eeffd9f4-9ad3-4178-9d72-9dae74a105e9&xptdk=eeffd9f4-9ad3-4178-9d72-9dae74a105e9,449000,72738000
35,"Điện Thoại Samsung A90 5G ChipSnap855 Ram6G, Room128G/ Galaxy A90 5G máy khỏe chiến ngon mọi game tại Amobile.vn",https://shopee.vn/%C4%90i%C3%AA%CC%A3n-Thoa%CC%A3i-Samsung-A90-5G-ChipSnap855-Ram6G-Room128G-Galaxy-A90-5G-m%C3%A1y-kh%E1%BB%8Fe-chi%E1%BA%BFn-ngon-m%E1%BB%8Di-game-t%E1%BA%A1i-Amobile.vn-i.189268414.15088178008?sp_atk=d19c9d75-9368-4700-8d4e-4503216ea577&xptdk=d19c9d75-9368-4700-8d4e-4503216ea577,3268000,728764000
36,Điện thoại Nokia 6300 đủ màu,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-6300-%C4%91%E1%BB%A7-m%C3%A0u-i.370312918.5874559473?sp_atk=334f3c82-37fa-43ee-9a37-2e487a5d316b&xptdk=334f3c82-37fa-43ee-9a37-2e487a5d316b,265000,213855000
37,"điện thoại Oppo A91 5G Chính Hãng 2sim ram 8G/256G, màn 6.4inch, camera siêu nét - TNN 05",https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Oppo-A91-5G-Ch%C3%ADnh-H%C3%A3ng-2sim-ram-8G-256G-m%C3%A0n-6.4inch-camera-si%C3%AAu-n%C3%A9t-TNN-05-i.309929726.16692640700?sp_atk=aca34a9b-fbf9-436d-843f-a70d4f830a51&xptdk=aca34a9b-fbf9-436d-843f-a70d4f830a51,1099000,369264000
38,"điện thoại Vivo S1 2sim ram 8G rom 512G mới Chính Hãng, Cày game nặng chất - TN 01",https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Vivo-S1-2sim-ram-8G-rom-512G-m%E1%BB%9Bi-Ch%C3%ADnh-H%C3%A3ng-C%C3%A0y-game-n%E1%BA%B7ng-ch%E1%BA%A5t-TN-01-i.309929726.15756480754?sp_atk=9fdebe65-7f0d-457b-ba82-10af4995144a&xptdk=9fdebe65-7f0d-457b-ba82-10af4995144a,1399000,380528000
39,Điện thoại Sugar A100 (2GB/16GB)-TẶNG ỐP LƯNG THEO MÁY-TẶNG TÚI CHÉO BAO TỬ-HÀNG CHÍNH HÃNG-BẢO HÀNH 12 THÁNG,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Sugar-A100-(2GB-16GB)-T%E1%BA%B6NG-%E1%BB%90P-L%C6%AFNG-THEO-M%C3%81Y-T%E1%BA%B6NG-T%C3%9AI-CH%C3%89O-BAO-T%E1%BB%AC-H%C3%80NG-CH%C3%8DNH-H%C3%83NG-B%E1%BA%A2O-H%C3%80NH-12-TH%C3%81NG-i.343552186.20752321827?sp_atk=352e2db7-7995-4c3f-869d-6a10388372fe&xptdk=352e2db7-7995-4c3f-869d-6a10388372fe,804000,302304000
40,"điện thoại Sony Xperia XZ3 ram 4G/64G Chính Hãng, cấu hình Cao, Chiến Liên Quân mượt - TN 03",https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Sony-Xperia-XZ3-ram-4G-64G-Ch%C3%ADnh-H%C3%A3ng-c%E1%BA%A5u-h%C3%ACnh-Cao-Chi%E1%BA%BFn-Li%C3%AAn-Qu%C3%A2n-m%C6%B0%E1%BB%A3t-TN-03-i.309929726.15582461236?sp_atk=8df7c3a3-8d75-442f-874e-030be9fa69bb&xptdk=8df7c3a3-8d75-442f-874e-030be9fa69bb,1398000,1384020000
41,"Điện thoại Nokia 215 Dual Sim, nghe nhạc, camera",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-215-Dual-Sim-nghe-nh%E1%BA%A1c-camera-i.92531229.10007690472?sp_atk=ebcf3662-faed-4e31-8cbe-403bf07e2bc4&xptdk=ebcf3662-faed-4e31-8cbe-403bf07e2bc4,171000,31977000
42,Pin điện thoại mini 3310 ( bm10 ),https://shopee.vn/Pin-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-mini-3310-(-bm10-)-i.83813714.6405676432?sp_atk=31755b54-afd1-4d32-91fa-6174ba4ac4f5&xptdk=31755b54-afd1-4d32-91fa-6174ba4ac4f5,45000,12870000
43,Điện thoại LG G7 THINQ snap 845 4gb bộ nhớ 64gb mới 99% đầy đủ phụ kiện,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-LG-G7-THINQ-snap-845-4gb-b%E1%BB%99-nh%E1%BB%9B-64gb-m%E1%BB%9Bi-99-%C4%91%E1%BA%A7y-%C4%91%E1%BB%A7-ph%E1%BB%A5-ki%E1%BB%87n-i.76799913.2512017663?sp_atk=e47b7413-0aae-4de7-a70e-a66b3e7f57f0&xptdk=e47b7413-0aae-4de7-a70e-a66b3e7f57f0,1688000,509776000
44,"điện thoại Oppo A37m Neo-9 Chính Hãng 2sim ram 2/16G, cấu hình CPU siêu Cao Cấp, đánh mọi Game nặng chất - TNN 01",https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Oppo-A37m-Neo-9-Ch%C3%ADnh-H%C3%A3ng-2sim-ram-2-16G-c%E1%BA%A5u-h%C3%ACnh-CPU-si%C3%AAu-Cao-C%E1%BA%A5p-%C4%91%C3%A1nh-m%E1%BB%8Di-Game-n%E1%BA%B7ng-ch%E1%BA%A5t-TNN-01-i.309929726.16491065524?sp_atk=79411012-94c0-445b-992d-526d55c13b33&xptdk=79411012-94c0-445b-992d-526d55c13b33,359000,210015000
45,Main Xác Samsung A51 A71 A12 A70 A31 A02s A30s A50s M51 A50 A11 A10 Lấy Linh Kiện Sữa Chữa / Main Xác / Main Phế,https://shopee.vn/Main-X%C3%A1c-Samsung-A51-A71-A12-A70-A31-A02s-A30s-A50s-M51-A50-A11-A10-L%E1%BA%A5y-Linh-Ki%E1%BB%87n-S%E1%BB%AFa-Ch%E1%BB%AFa-Main-X%C3%A1c-Main-Ph%E1%BA%BF-i.842289171.22219335274?sp_atk=42b38aeb-9ad1-464d-970c-9281d87ef420&xptdk=42b38aeb-9ad1-464d-970c-9281d87ef420,150000,1800000
46,Điện thoại vsmart star chính hãng điện thoại giá rẻ kèm đầy đủ phụ kiện BP05,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-vsmart-star-ch%C3%ADnh-h%C3%A3ng-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-gi%C3%A1-r%E1%BA%BB-k%C3%A8m-%C4%91%E1%BA%A7y-%C4%91%E1%BB%A7-ph%E1%BB%A5-ki%E1%BB%87n-BP05-i.472642688.21460103054?sp_atk=806fc305-3076-423c-8fd1-b2cd420cabf4&xptdk=806fc305-3076-423c-8fd1-b2cd420cabf4,1200000,9600000
47,"Điện thoại cổ 2 sim Nokia 230 Chính hãng, Camera 2MP, Pin 1200 mAh",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-c%E1%BB%95-2-sim-Nokia-230-Ch%C3%ADnh-h%C3%A3ng-Camera-2MP-Pin-1200-mAh-i.280160857.20850619268?sp_atk=943ac1b0-d8ab-42c0-aa24-586db486a675&xptdk=943ac1b0-d8ab-42c0-aa24-586db486a675,391020,159536160
48,Điện thoại Xiaomi Redmi Note 12 Pro 5G - Hàng nhập khẩu,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-Note-12-Pro-5G-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.709548398.18861304860?sp_atk=c6820122-82ba-484e-916c-628a8372cb01&xptdk=c6820122-82ba-484e-916c-628a8372cb01,4530000,548130000
49,Điện thoại Xiaomi Redmi Note 5 Pro - Snap 636 Ram 6G 64G,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-Note-5-Pro-Snap-636-Ram-6G-64G-i.49282974.2331009681?sp_atk=131c50d6-ceac-49b8-9f9d-9f9e8d6f5395&xptdk=131c50d6-ceac-49b8-9f9d-9f9e8d6f5395,1328000,1147392000
50,Điện Thoại 4 Sim Loa To Pin Khủng S73 [Full box 100%],https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-4-Sim-Loa-To-Pin-Kh%E1%BB%A7ng-S73-Full-box-100--i.801549096.20325348445?sp_atk=9a714b00-b45b-476a-8432-e7874e90e940&xptdk=9a714b00-b45b-476a-8432-e7874e90e940,315100,41278100
51,Điện thoại Google Pixel 2 XL - Snap 835 4G Màn 2K,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Google-Pixel-2-XL-Snap-835-4G-M%C3%A0n-2K-i.49282974.2711883189?sp_atk=505320f6-1c05-4b2b-b1be-74e269c2e97a&xptdk=505320f6-1c05-4b2b-b1be-74e269c2e97a,1768000,1539928000
52,Điện thoại độc 2 sim v10 có chức năng thay đổi giọng nói tặng bao da,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-%C4%91%E1%BB%99c-2-sim-v10-c%C3%B3-ch%E1%BB%A9c-n%C4%83ng-thay-%C4%91%E1%BB%95i-gi%E1%BB%8Dng-n%C3%B3i-t%E1%BA%B7ng-bao-da-i.136092747.19656423207?sp_atk=c73c6539-f079-4f9c-a6a3-81ef5e9da13d&xptdk=c73c6539-f079-4f9c-a6a3-81ef5e9da13d,545000,43600000
53,"Điện Thoại N0Kia 1O1, 2 Sim Sóng, Loa To Sóng Khỏe",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-N0Kia-1O1-2-Sim-S%C3%B3ng-Loa-To-S%C3%B3ng-Kh%E1%BB%8Fe-i.1657913.7317554117?sp_atk=af2ae9b6-b7d4-4276-b348-40731598f8ff&xptdk=af2ae9b6-b7d4-4276-b348-40731598f8ff,100000,38200000
54,Điện Thoại 4 Sim V6 Pin Khủng Loa To Màn Hình 2.8inch Có Rung,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-4-Sim-V6-Pin-Kh%E1%BB%A7ng-Loa-To-M%C3%A0n-H%C3%ACnh-2.8inch-C%C3%B3-Rung-i.70094786.2873275089?sp_atk=05e14260-05cd-449c-bb5e-1d982548c1b2&xptdk=05e14260-05cd-449c-bb5e-1d982548c1b2,399000,518700000
55,Điện thoại Xiaomi Mi 13 5G Snap 8 Gen 2 - Hàng nhập khẩu,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Mi-13-5G-Snap-8-Gen-2-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.132044837.19169580418?sp_atk=94256489-cb19-43ad-a7c7-b4f35cea6c96&xptdk=94256489-cb19-43ad-a7c7-b4f35cea6c96,12440000,18660000000
56,Điện Thoại Nokia E63 Main Zin bảo hành 12 Tháng,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-E63-Main-Zin-b%E1%BA%A3o-h%C3%A0nh-12-Th%C3%A1ng-i.70094786.4701746873?sp_atk=110dcccd-fb7a-4e68-9360-9380947a02f2&xptdk=110dcccd-fb7a-4e68-9360-9380947a02f2,325000,153075000
57,[SẴN] Điện Thoại Vsmart Aris Pro (8GB/128GB) BH Chính Hãng Vsmart,https://shopee.vn/-S%E1%BA%B4N-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Vsmart-Aris-Pro-(8GB-128GB)-BH-Ch%C3%ADnh-H%C3%A3ng-Vsmart-i.313858795.4491840321?sp_atk=1863c415-c8e2-4efc-a18a-48ca96f5031d&xptdk=1863c415-c8e2-4efc-a18a-48ca96f5031d,2499000,542283000
58,"Điện thoại NOKIA 105 2019 4G FULL BOX bản 2 sim kèm pin sạc, loa to sóng khoẻ, bảo hành 12 tháng",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-NOKIA-105-2019-4G-FULL-BOX-b%E1%BA%A3n-2-sim-k%C3%A8m-pin-s%E1%BA%A1c-loa-to-s%C3%B3ng-kho%E1%BA%BB-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.477242638.19038390430?sp_atk=aeab17fd-420e-4f36-9a6d-dcb735c33885&xptdk=aeab17fd-420e-4f36-9a6d-dcb735c33885,199000,113231000
59,Điện thoại để bàn KX-TS500mxr hàng nhập khẩu,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-%C4%91%E1%BB%83-b%C3%A0n-KX-TS500mxr-h%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.140843728.5412041589?sp_atk=1daba83b-db03-4f2d-a8ef-4dbb5666a44e&xptdk=1daba83b-db03-4f2d-a8ef-4dbb5666a44e,163000,75795000
60,màn j7prime xịn,https://shopee.vn/m%C3%A0n-j7prime-x%E1%BB%8Bn-i.348231468.8299596286?sp_atk=13dba9d3-fce1-4ae3-85cf-656f985e8261&xptdk=13dba9d3-fce1-4ae3-85cf-656f985e8261,250000,52250000
